CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
13101.0,0,1,101.19,5,1,1,Regular
13102.0,364,24,6424.09,1,5,5,At Risk
13103.0,0,1,243.94,5,1,1,Regular
13104.0,351,6,1098.48,1,5,4,At Risk
13106.0,0,1,76.5,5,1,1,Regular
13107.0,289,4,1531.6200000000001,1,4,4,At Risk
13108.0,0,1,350.06,5,1,2,Regular
13109.0,98,2,786.54,3,2,3,Regular
13110.0,280,7,1488.67,1,5,4,At Risk
13113.0,366,24,12245.960000000001,1,5,5,At Risk
13115.0,173,4,2294.78,2,4,5,At Risk
13116.0,0,1,501.14,5,1,3,Regular
13117.0,351,8,984.91,1,5,4,At Risk
13118.0,269,5,1197.81,2,4,4,At Risk
13120.0,0,1,30.6,5,1,1,Regular
13121.0,0,1,283.73,5,1,2,Regular
13122.0,146,2,922.39,3,2,3,Regular
13124.0,270,3,3866.33,2,3,5,At Risk
13126.0,362,8,2099.64,1,5,5,At Risk
13127.0,0,1,259.17,5,1,2,Regular
13130.0,0,1,64.0,5,1,1,Regular
13131.0,164,3,1073.3,3,3,4,Regular
13132.0,0,1,77.3,5,1,1,Regular
13133.0,31,2,109.8,3,2,1,Regular
13134.0,155,4,1793.58,3,4,4,Regular
13135.0,0,1,3096.0,5,1,5,Regular
13136.0,156,5,2607.61,3,4,5,Regular
13137.0,298,8,3650.41,1,5,5,At Risk
13138.0,350,6,962.39,1,5,4,At Risk
13139.0,243,7,5064.9400000000005,2,5,5,At Risk
13140.0,258,3,423.72,2,3,2,At Risk
13141.0,231,5,2388.75,2,4,5,At Risk
13142.0,0,1,307.09000000000003,5,1,2,Regular
13144.0,0,1,110.95,5,1,1,Regular
13145.0,333,4,618.52,1,4,3,At Risk
13146.0,0,1,228.91,5,1,1,Regular
13147.0,89,4,712.8,3,4,3,Regular
13148.0,335,12,3707.12,1,5,5,At Risk
13149.0,275,4,1676.06,2,4,4,At Risk
13151.0,0,1,1257.8700000000001,5,1,4,Regular
13153.0,0,1,486.22,5,1,2,Regular
13155.0,335,4,971.76,1,4,4,At Risk
13157.0,249,4,1741.22,2,4,4,At Risk
13158.0,224,4,1201.06,2,4,4,At Risk
13159.0,107,4,1437.85,3,4,4,Regular
13160.0,0,1,91.8,5,1,1,Regular
13161.0,0,1,112.75,5,1,1,Regular
13162.0,212,4,1688.29,2,4,4,At Risk
13165.0,305,2,1021.48,1,2,4,Regular
13166.0,0,1,417.2,5,1,2,Regular
13167.0,125,4,791.33,3,4,3,Regular
13168.0,282,4,1319.19,1,4,4,At Risk
13169.0,189,2,712.88,2,2,3,Regular
13170.0,0,1,116.00999999999999,5,1,1,Regular
13171.0,278,3,468.41,1,3,2,At Risk
13173.0,363,2,353.65,1,2,2,Regular
13174.0,353,3,2817.03,1,3,5,At Risk
13176.0,0,1,492.84,5,1,3,Regular
13177.0,0,1,282.45,5,1,2,Regular
13178.0,334,11,5725.47,1,5,5,At Risk
13182.0,0,1,121.18,5,1,1,Regular
13183.0,327,9,3957.78,1,5,5,At Risk
13184.0,276,10,1701.29,2,5,4,At Risk
13185.0,0,1,71.4,5,1,1,Regular
13186.0,89,3,1575.89,3,3,4,Regular
13187.0,0,1,236.02,5,1,1,Regular
13188.0,0,1,114.6,5,1,1,Regular
13189.0,97,2,260.68,3,2,2,Regular
13192.0,110,2,911.94,3,2,3,Regular
13193.0,0,1,117.88,5,1,1,Regular
13194.0,0,1,60.7,5,1,1,Regular
13196.0,251,4,1797.78,2,4,4,At Risk
13198.0,351,6,3401.2400000000002,1,5,5,At Risk
13199.0,363,38,9817.12,1,5,5,At Risk
13200.0,107,4,870.09,3,4,3,Regular
13203.0,233,4,869.46,2,4,3,At Risk
13207.0,135,2,250.26000000000002,3,2,2,Regular
13208.0,251,6,1223.9,2,5,4,At Risk
13209.0,331,8,5891.61,1,5,5,At Risk
13210.0,0,1,353.48,5,1,2,Regular
13211.0,351,3,1197.42,1,3,4,At Risk
13212.0,42,3,788.08,3,3,3,Regular
13213.0,143,5,1520.58,3,4,4,Regular
13216.0,0,1,333.74,5,1,2,Regular
13217.0,34,3,533.98,3,3,3,Regular
13218.0,0,1,62.64,5,1,1,Regular
13220.0,158,4,819.2900000000001,3,4,3,Regular
13221.0,119,2,847.41,3,2,3,Regular
13223.0,32,2,163.2,3,2,1,Regular
13224.0,91,2,2155.95,3,2,5,Regular
13225.0,358,7,6463.84,1,5,5,At Risk
13226.0,0,1,108.21,5,1,1,Regular
13227.0,0,1,257.7,5,1,2,Regular
13228.0,0,1,358.0,5,1,2,Regular
13229.0,0,1,160.95,5,1,1,Regular
13230.0,361,14,2806.97,1,5,5,At Risk
13232.0,231,7,1357.6,2,5,4,At Risk
13233.0,262,2,605.12,2,2,3,Regular
13235.0,0,1,1031.07,5,1,4,Regular
13236.0,82,2,744.85,3,2,3,Regular
13238.0,343,4,700.73,1,4,3,At Risk
13239.0,0,1,329.56,5,1,2,Regular
13240.0,269,4,663.65,2,4,3,At Risk
13242.0,101,3,270.40000000000003,3,3,2,Regular
13243.0,0,1,600.07,5,1,3,Regular
13244.0,0,1,121.74,5,1,1,Regular
13245.0,0,1,430.5,5,1,2,Regular
13246.0,312,6,1987.3,1,5,4,At Risk
13247.0,65,4,501.12,3,4,3,Regular
13248.0,65,2,465.68,3,2,2,Regular
13249.0,169,3,711.41,2,3,3,At Risk
13253.0,183,2,1030.4,2,2,4,Regular
13255.0,364,2,399.51,1,2,2,Regular
13258.0,194,3,698.58,2,3,3,At Risk
13259.0,0,1,292.32,5,1,2,Regular
13260.0,0,1,557.62,5,1,3,Regular
13261.0,17,2,944.1,4,2,4,Regular
13262.0,0,1,200.29,5,1,1,Regular
13263.0,324,35,7454.07,1,5,5,At Risk
13265.0,220,5,2107.66,2,4,5,At Risk
13266.0,245,12,3834.2599999999998,2,5,5,At Risk
13267.0,364,19,4521.49,1,5,5,At Risk
13268.0,250,11,3214.69,2,5,5,At Risk
13269.0,368,15,5346.2300000000005,1,5,5,At Risk
13270.0,0,1,590.0,5,1,3,Regular
13271.0,0,1,217.38,5,1,1,Regular
13272.0,58,2,276.56,3,2,2,Regular
13273.0,0,1,138.98,5,1,1,Regular
13276.0,36,2,590.9300000000001,3,2,3,Regular
13277.0,118,4,258.4,3,4,2,Regular
13278.0,0,1,542.73,5,1,3,Regular
13279.0,0,1,137.75,5,1,1,Regular
13280.0,215,3,814.86,2,3,3,At Risk
13282.0,202,3,1132.14,2,3,4,At Risk
13283.0,126,2,93.66,3,2,1,Regular
13284.0,0,1,201.19,5,1,1,Regular
13285.0,267,4,2709.12,2,4,5,At Risk
13291.0,0,1,361.11,5,1,2,Regular
13292.0,246,2,578.94,2,2,3,Regular
13294.0,60,2,873.74,3,2,3,Regular
13295.0,0,1,201.20000000000002,5,1,1,Regular
13296.0,0,1,87.4,5,1,1,Regular
13297.0,60,4,2089.85,3,4,5,Regular
13298.0,0,1,360.0,5,1,2,Regular
13299.0,0,1,142.5,5,1,1,Regular
13300.0,0,1,371.89,5,1,2,Regular
13301.0,189,4,618.09,2,4,3,At Risk
13302.0,0,1,63.75,5,1,1,Regular
13304.0,0,1,300.42,5,1,2,Regular
13305.0,368,10,2000.86,1,5,4,At Risk
13307.0,0,1,15.0,5,1,1,Regular
13308.0,181,3,1385.51,2,3,4,At Risk
13309.0,301,5,1456.79,1,4,4,At Risk
13310.0,296,3,1132.03,1,3,4,At Risk
13311.0,146,2,598.57,3,2,3,Regular
13313.0,317,5,1555.3200000000002,1,4,4,At Risk
13314.0,72,3,775.94,3,3,3,Regular
13316.0,217,4,5977.7300000000005,2,4,5,At Risk
13317.0,292,6,2273.68,1,5,5,At Risk
13318.0,36,3,640.76,3,3,3,Regular
13319.0,360,26,10845.550000000001,1,5,5,At Risk
13320.0,135,4,1548.7,3,4,4,Regular
13321.0,14,2,567.36,4,2,3,Regular
13322.0,0,1,199.48000000000002,5,1,1,Regular
13323.0,81,5,787.85,3,4,3,Regular
13324.0,324,10,7121.95,1,5,5,At Risk
13325.0,0,1,675.3,5,1,3,Regular
13327.0,327,8,3627.77,1,5,5,At Risk
13328.0,0,1,1308.48,5,1,4,Regular
13329.0,335,2,789.0,1,2,3,Regular
13330.0,223,3,1140.93,2,3,4,At Risk
13332.0,0,1,350.90000000000003,5,1,2,Regular
13334.0,223,3,3536.82,2,3,5,At Risk
13336.0,0,1,795.12,5,1,3,Regular
13338.0,0,1,487.02000000000004,5,1,2,Regular
13339.0,0,1,860.12,5,1,3,Regular
13340.0,231,7,10736.48,2,5,5,At Risk
13341.0,0,1,775.85,5,1,3,Regular
13343.0,0,1,353.43,5,1,2,Regular
13344.0,210,3,2543.7200000000003,2,3,5,At Risk
13345.0,0,1,389.5,5,1,2,Regular
13347.0,0,1,341.36,5,1,2,Regular
13348.0,0,1,233.76000000000002,5,1,1,Regular
13349.0,0,1,247.32,5,1,1,Regular
13350.0,63,2,979.12,3,2,4,Regular
13351.0,0,1,373.94,5,1,2,Regular
13352.0,0,1,397.98,5,1,2,Regular
13354.0,0,1,743.53,5,1,3,Regular
13355.0,0,1,674.7,5,1,3,Regular
13356.0,0,1,768.24,5,1,3,Regular
13357.0,0,1,609.95,5,1,3,Regular
13358.0,0,1,439.03000000000003,5,1,2,Regular
13359.0,0,1,439.56,5,1,2,Regular
13362.0,278,4,3090.7400000000002,1,4,5,At Risk
13363.0,26,2,992.5,4,2,4,Regular
13364.0,0,1,134.96,5,1,1,Regular
13365.0,184,2,2225.37,2,2,5,Regular
13366.0,0,1,56.16,5,1,1,Regular
13368.0,81,2,623.4,3,2,3,Regular
13369.0,0,1,308.28000000000003,5,1,2,Regular
13370.0,0,1,754.87,5,1,3,Regular
13372.0,0,1,378.64,5,1,2,Regular
13373.0,216,3,3312.25,2,3,5,At Risk
13375.0,0,1,778.65,5,1,3,Regular
13376.0,135,3,1019.76,3,3,4,Regular
13379.0,110,3,572.56,3,3,3,Regular
13381.0,267,6,3639.31,2,5,5,At Risk
13382.0,0,1,222.99,5,1,1,Regular
13384.0,148,7,4151.93,3,5,5,Regular
13385.0,0,1,534.57,5,1,3,Regular
13388.0,0,2,677.1,5,2,3,Regular
13389.0,221,3,797.96,2,3,3,At Risk
13390.0,0,1,544.08,5,1,3,Regular
13391.0,0,1,59.8,5,1,1,Regular
13394.0,308,8,2520.02,1,5,5,At Risk
13395.0,0,1,307.72,5,1,2,Regular
13396.0,290,2,1360.99,1,2,4,Regular
13397.0,267,5,1544.13,2,4,4,At Risk
13398.0,0,1,457.34000000000003,5,1,2,Regular
13402.0,245,2,621.23,2,2,3,Regular
13403.0,0,1,75.0,5,1,1,Regular
13404.0,211,2,252.49,2,2,2,Regular
13405.0,243,3,572.451,2,3,3,At Risk
13408.0,372,62,28117.04,1,5,5,At Risk
13410.0,267,5,1003.06,2,4,4,At Risk
13411.0,0,1,213.55,5,1,1,Regular
13414.0,163,3,1390.5,3,3,4,Regular
13416.0,38,2,712.5,3,2,3,Regular
13417.0,201,2,640.83,2,2,3,Regular
13418.0,361,18,6127.43,1,5,5,At Risk
13419.0,0,1,221.06,5,1,1,Regular
13420.0,21,2,159.85,4,2,1,Regular
13421.0,250,2,1851.08,2,2,4,Regular
13422.0,0,1,2626.3,5,1,5,Regular
13425.0,186,3,1624.21,2,3,4,At Risk
13426.0,359,10,3641.32,1,5,5,At Risk
13427.0,196,3,582.6,2,3,3,At Risk
13428.0,0,1,218.47,5,1,1,Regular
13429.0,65,4,1006.8,3,4,4,Regular
13430.0,68,2,679.45,3,2,3,Regular
13431.0,21,2,1269.1,4,2,4,Regular
13434.0,22,2,534.24,4,2,3,Regular
13435.0,184,7,3809.89,2,5,5,At Risk
13436.0,0,1,196.89,5,1,1,Regular
13437.0,176,7,3408.06,2,5,5,At Risk
13439.0,0,1,283.71,5,1,2,Regular
13441.0,0,1,296.64,5,1,2,Regular
13447.0,12,3,1129.14,4,3,4,Loyal
13448.0,357,6,3539.3700000000003,1,5,5,At Risk
13449.0,0,1,291.88,5,1,2,Regular
13450.0,192,6,2043.72,2,5,4,At Risk
13451.0,308,5,2976.15,1,4,5,At Risk
13452.0,11,2,590.0,4,2,3,Regular
13453.0,124,2,356.98,3,2,2,Regular
13455.0,342,2,1058.34,1,2,4,Regular
13456.0,190,6,1766.72,2,5,4,At Risk
13458.0,352,14,9646.57,1,5,5,At Risk
13460.0,20,2,183.44,4,2,1,Regular
13461.0,125,3,1445.0,3,3,4,Regular
13462.0,0,1,151.5,5,1,1,Regular
13464.0,0,1,674.68,5,1,3,Regular
13466.0,0,1,307.90000000000003,5,1,2,Regular
13467.0,26,2,1083.71,4,2,4,Regular
13468.0,372,37,5704.97,1,5,5,At Risk
13470.0,16,2,165.0,4,2,1,Regular
13471.0,46,4,2531.58,3,4,5,Regular
13473.0,272,2,422.64,2,2,2,Regular
13474.0,0,1,229.59,5,1,1,Regular
13475.0,107,4,1431.78,3,4,4,Regular
13476.0,103,2,1238.47,3,2,4,Regular
13477.0,254,6,1454.58,2,5,4,At Risk
13479.0,34,2,300.95,3,2,2,Regular
13481.0,211,5,1804.56,2,4,4,At Risk
13482.0,0,1,184.64000000000001,5,1,1,Regular
13483.0,0,1,140.34,5,1,1,Regular
13484.0,0,1,313.8,5,1,2,Regular
13485.0,0,1,454.24,5,1,2,Regular
13486.0,77,3,1122.41,3,3,4,Regular
13487.0,296,3,575.4,1,3,3,At Risk
13488.0,350,13,8968.31,1,5,5,At Risk
13489.0,189,4,449.52,2,4,2,At Risk
13491.0,321,10,1215.82,1,5,4,At Risk
13492.0,78,3,1269.84,3,3,4,Regular
13493.0,12,2,618.63,4,2,3,Regular
13494.0,0,1,316.26000000000005,5,1,2,Regular
13495.0,361,5,2044.8700000000001,1,4,4,At Risk
13496.0,349,2,653.33,1,2,3,Regular
13497.0,86,2,348.05,3,2,2,Regular
13499.0,252,5,1159.11,2,4,4,At Risk
13500.0,99,3,1166.77,3,3,4,Regular
13501.0,0,1,1340.32,5,1,4,Regular
13502.0,307,3,292.0,1,3,2,At Risk
13503.0,0,1,216.85,5,1,1,Regular
13504.0,0,1,295.93,5,1,2,Regular
13505.0,160,4,4393.63,3,4,5,Regular
13506.0,53,2,458.52,3,2,2,Regular
13507.0,142,4,2479.16,3,4,5,Regular
13508.0,0,1,110.97,5,1,1,Regular
13509.0,276,7,979.72,2,5,4,At Risk
13510.0,182,4,1791.56,2,4,4,At Risk
13512.0,0,1,251.21,5,1,2,Regular
13513.0,0,1,205.10000000000002,5,1,1,Regular
13514.0,0,1,152.20000000000002,5,1,1,Regular
13515.0,175,4,891.12,2,4,3,At Risk
13516.0,217,3,1389.41,2,3,4,At Risk
13517.0,120,3,2128.42,3,3,5,Regular
13518.0,0,1,659.44,5,1,3,Regular
13519.0,0,1,122.75,5,1,1,Regular
13520.0,313,6,3624.35,1,5,5,At Risk
13521.0,9,3,1093.65,4,3,4,Loyal
13522.0,0,1,125.80000000000001,5,1,1,Regular
13523.0,333,5,3964.88,1,4,5,At Risk
13524.0,179,5,680.1800000000001,2,4,3,At Risk
13525.0,234,2,628.78,2,2,3,Regular
13527.0,293,7,2287.51,1,5,5,At Risk
13529.0,126,2,307.76,3,2,2,Regular
13531.0,161,2,483.8,3,2,2,Regular
13532.0,0,1,210.31,5,1,1,Regular
13533.0,85,3,270.79,3,3,2,Regular
13534.0,356,25,5870.08,1,5,5,At Risk
13536.0,74,7,3448.29,3,5,5,Regular
13538.0,272,7,1280.85,2,5,4,At Risk
13539.0,224,3,631.34,2,3,3,At Risk
13544.0,201,2,291.41,2,2,2,Regular
13546.0,188,3,626.99,2,3,3,At Risk
13548.0,147,2,682.41,3,2,3,Regular
13549.0,217,7,918.2,2,5,3,At Risk
13551.0,0,1,91.80000000000001,5,1,1,Regular
13552.0,249,12,3740.07,2,5,5,At Risk
13555.0,128,4,4149.28,3,4,5,Regular
13557.0,252,2,584.06,2,2,3,Regular
13558.0,63,4,605.06,3,4,3,Regular
13560.0,0,1,174.37,5,1,1,Regular
13561.0,0,1,141.85999999999999,5,1,1,Regular
13562.0,164,3,1799.3300000000002,3,3,4,Regular
13563.0,56,2,777.53,3,2,3,Regular
13564.0,224,3,1749.02,2,3,4,At Risk
13565.0,315,2,240.22,1,2,1,Regular
13566.0,42,2,874.71,3,2,3,Regular
13568.0,0,1,192.85,5,1,1,Regular
13569.0,350,2,373.75,1,2,2,Regular
13570.0,0,1,239.49,5,1,1,Regular
13571.0,241,12,2092.32,2,5,5,At Risk
13572.0,0,1,1384.25,5,1,4,Regular
13573.0,203,2,294.4,2,2,2,Regular
13575.0,153,5,732.07,3,4,3,Regular
13576.0,363,18,6717.34,1,5,5,At Risk
13577.0,216,4,1687.6000000000001,2,4,4,At Risk
13579.0,355,2,467.04,1,2,2,Regular
13581.0,0,1,118.0,5,1,1,Regular
13583.0,0,1,781.03,5,1,3,Regular
13584.0,0,1,142.4,5,1,1,Regular
13587.0,0,1,712.4,5,1,3,Regular
13588.0,240,9,2478.95,2,5,5,At Risk
13589.0,165,2,379.65,2,2,2,Regular
13590.0,292,6,1981.92,1,5,4,At Risk
13591.0,202,3,1117.13,2,3,4,At Risk
13592.0,229,4,247.96,2,4,1,At Risk
13593.0,228,5,2037.0800000000002,2,4,4,At Risk
13594.0,0,1,396.97,5,1,2,Regular
13596.0,7,2,697.04,4,2,3,Regular
13598.0,0,1,180.17000000000002,5,1,1,Regular
13599.0,365,21,5153.67,1,5,5,At Risk
13600.0,0,1,219.52,5,1,1,Regular
13601.0,166,2,693.32,2,2,3,Regular
13602.0,0,1,428.89,5,1,2,Regular
13603.0,0,1,164.34,5,1,1,Regular
13606.0,282,3,280.54,1,3,2,At Risk
13607.0,0,1,678.01,5,1,3,Regular
13610.0,273,7,1131.88,2,5,4,At Risk
13611.0,270,3,1171.8,2,3,4,At Risk
13614.0,306,4,1610.46,1,4,4,At Risk
13615.0,0,1,417.69,5,1,2,Regular
13617.0,140,3,544.18,3,3,3,Regular
13618.0,0,1,177.34,5,1,1,Regular
13621.0,0,1,213.85,5,1,1,Regular
13623.0,267,5,747.78,2,4,3,At Risk
13626.0,0,1,257.23,5,1,2,Regular
13627.0,298,5,1638.47,1,4,4,At Risk
13629.0,315,11,7792.36,1,5,5,At Risk
13630.0,280,7,2031.78,1,5,4,At Risk
13631.0,168,11,3070.42,2,5,5,At Risk
13632.0,219,5,2121.27,2,4,5,At Risk
13634.0,294,5,1575.16,1,4,4,At Risk
13635.0,0,1,1071.03,5,1,4,Regular
13636.0,249,5,949.12,2,4,4,At Risk
13637.0,174,3,810.5,2,3,3,At Risk
13638.0,0,1,122.64,5,1,1,Regular
13639.0,0,1,1033.34,5,1,4,Regular
13642.0,0,1,354.8,5,1,2,Regular
13643.0,154,3,519.44,3,3,3,Regular
13644.0,89,4,2624.26,3,4,5,Regular
13645.0,0,1,252.1,5,1,2,Regular
13647.0,225,4,1678.1200000000001,2,4,4,At Risk
13649.0,110,2,346.6,3,2,2,Regular
13650.0,251,6,1836.3400000000001,2,5,4,At Risk
13651.0,4,2,94.2,4,2,1,Regular
13652.0,323,3,1095.08,1,3,4,At Risk
13654.0,230,6,2707.33,2,5,5,At Risk
13655.0,127,2,932.97,3,2,3,Regular
13656.0,173,2,379.65,2,2,2,Regular
13657.0,191,2,382.14,2,2,2,Regular
13658.0,195,5,2639.17,2,4,5,At Risk
13659.0,115,2,1573.2,3,2,4,Regular
13662.0,174,3,897.76,2,3,3,At Risk
13663.0,0,1,189.47,5,1,1,Regular
13666.0,227,3,84.65,2,3,1,At Risk
13667.0,0,1,305.02,5,1,2,Regular
13668.0,360,21,6363.59,1,5,5,At Risk
13669.0,99,2,218.55,3,2,1,Regular
13670.0,0,1,349.7,5,1,2,Regular
13672.0,31,2,186.39000000000001,3,2,1,Regular
13673.0,14,2,396.92,4,2,2,Regular
13675.0,133,2,486.82000000000005,3,2,2,Regular
13678.0,0,1,232.6,5,1,1,Regular
13680.0,338,4,3722.42,1,4,5,At Risk
13681.0,138,4,827.83,3,4,3,Regular
13682.0,0,1,59.5,5,1,1,Regular
13684.0,0,1,67.23,5,1,1,Regular
13685.0,58,7,3119.44,3,5,5,Regular
13686.0,0,1,72.0,5,1,1,Regular
13689.0,0,1,910.0,5,1,3,Regular
13690.0,0,1,172.25,5,1,1,Regular
13692.0,212,3,1488.32,2,3,4,At Risk
13694.0,370,50,65039.62,1,5,5,At Risk
13695.0,228,15,2504.13,2,5,5,At Risk
13697.0,0,1,151.3,5,1,1,Regular
13699.0,0,1,308.58000000000004,5,1,2,Regular
13700.0,301,10,2265.12,1,5,5,At Risk
13703.0,0,1,99.5,5,1,1,Regular
13704.0,83,9,2308.06,3,5,5,Regular
13705.0,366,3,711.86,1,3,3,At Risk
13706.0,0,1,330.79,5,1,2,Regular
13707.0,48,2,806.41,3,2,3,Regular
13708.0,0,1,296.88,5,1,2,Regular
13709.0,312,13,6328.05,1,5,5,At Risk
13710.0,0,1,180.48,5,1,1,Regular
13711.0,0,2,252.06,5,2,2,Regular
13712.0,0,1,228.84,5,1,1,Regular
13715.0,91,5,1079.34,3,4,4,Regular
13716.0,0,1,138.28,5,1,1,Regular
13717.0,266,6,1445.01,2,5,4,At Risk
13718.0,49,2,306.55,3,2,2,Regular
13719.0,219,5,1041.68,2,4,4,At Risk
13720.0,138,4,799.9,3,4,3,Regular
13721.0,0,1,524.14,5,1,3,Regular
13722.0,151,3,2375.41,3,3,5,Regular
13723.0,0,1,199.85000000000002,5,1,1,Regular
13725.0,259,8,1980.56,2,5,4,At Risk
13726.0,62,2,1079.66,3,2,4,Regular
13727.0,5,2,333.48,4,2,2,Regular
13728.0,274,6,1016.14,2,5,4,At Risk
13730.0,26,2,752.6,4,2,3,Regular
13731.0,27,2,610.59,4,2,3,Regular
13732.0,0,1,491.86,5,1,3,Regular
13735.0,210,4,2885.2400000000002,2,4,5,At Risk
13736.0,255,2,731.9,2,2,3,Regular
13737.0,0,1,339.59999999999997,5,1,2,Regular
13739.0,0,1,216.9,5,1,1,Regular
13740.0,0,1,350.75,5,1,2,Regular
13741.0,146,3,668.4300000000001,3,3,3,Regular
13742.0,304,12,3131.02,1,5,5,At Risk
13743.0,257,7,1341.6,2,5,4,At Risk
13744.0,197,2,1156.36,2,2,4,Regular
13745.0,0,1,300.04,5,1,2,Regular
13747.0,0,1,79.6,5,1,1,Regular
13748.0,278,5,948.25,1,4,4,At Risk
13750.0,283,5,1647.26,1,4,4,At Risk
13751.0,0,1,296.25,5,1,2,Regular
13752.0,122,6,1186.28,3,5,4,Regular
13753.0,0,1,741.26,5,1,3,Regular
13754.0,166,2,282.6,2,2,2,Regular
13755.0,60,9,2161.35,3,5,5,Regular
13756.0,365,14,5189.52,1,5,5,At Risk
13758.0,362,7,3190.55,1,5,5,At Risk
13759.0,38,2,659.41,3,2,3,Regular
13760.0,202,2,286.79,2,2,2,Regular
13761.0,129,2,1070.65,3,2,4,Regular
13762.0,0,1,306.72,5,1,2,Regular
13763.0,0,1,1714.96,5,1,4,Regular
13764.0,267,3,1521.76,2,3,4,At Risk
13767.0,371,37,17220.36,1,5,5,At Risk
13769.0,365,10,2796.51,1,5,5,At Risk
13771.0,183,4,2634.45,2,4,5,At Risk
13772.0,206,3,1132.13,2,3,4,At Risk
13774.0,0,1,345.0,5,1,2,Regular
13777.0,373,33,25977.16,1,5,5,At Risk
13778.0,0,1,178.7,5,1,1,Regular
13780.0,163,2,360.01,3,2,2,Regular
13781.0,0,1,127.84,5,1,1,Regular
13782.0,315,6,912.0,1,5,3,At Risk
13784.0,323,11,2462.79,1,5,5,At Risk
13786.0,0,1,230.4,5,1,1,Regular
13787.0,289,2,309.04,1,2,2,Regular
13790.0,0,1,348.8,5,1,2,Regular
13791.0,41,2,1516.0,3,2,4,Regular
13792.0,221,2,195.55,2,2,1,Regular
13798.0,371,57,37153.85,1,5,5,At Risk
13799.0,178,2,688.86,2,2,3,Regular
13800.0,0,1,558.32,5,1,3,Regular
13801.0,0,1,324.8,5,1,2,Regular
13802.0,173,3,4599.42,2,3,5,At Risk
13803.0,0,1,277.07,5,1,2,Regular
13804.0,259,7,2635.79,2,5,5,At Risk
13805.0,77,2,924.6,3,2,3,Regular
13806.0,0,1,256.38,5,1,2,Regular
13807.0,0,1,112.6,5,1,1,Regular
13808.0,91,5,1747.66,3,4,4,Regular
13809.0,0,1,155.05,5,1,1,Regular
13810.0,28,3,1499.01,4,3,4,Loyal
13811.0,56,3,814.5,3,3,3,Regular
13812.0,63,3,539.0,3,3,3,Regular
13813.0,95,4,1366.8600000000001,3,4,4,Regular
13814.0,45,2,1579.12,3,2,4,Regular
13815.0,296,4,4027.36,1,4,5,At Risk
13816.0,41,2,571.6700000000001,3,2,3,Regular
13817.0,322,2,382.98,1,2,2,Regular
13819.0,18,3,1140.35,4,3,4,Loyal
13821.0,117,2,385.64,3,2,2,Regular
13822.0,35,2,632.0,3,2,3,Regular
13823.0,73,2,957.66,3,2,4,Regular
13824.0,278,5,1698.94,1,4,4,At Risk
13826.0,0,1,189.5,5,1,1,Regular
13827.0,86,3,412.05,3,3,2,Regular
13828.0,0,1,209.49,5,1,1,Regular
13831.0,353,6,2202.99,1,5,5,At Risk
13832.0,0,1,52.2,5,1,1,Regular
13833.0,0,1,384.8,5,1,2,Regular
13835.0,190,4,834.57,2,4,3,At Risk
13837.0,106,2,271.24,3,2,2,Regular
13838.0,364,4,691.73,1,4,3,At Risk
13841.0,0,1,85.0,5,1,1,Regular
13842.0,308,9,3385.62,1,5,5,At Risk
13844.0,0,1,361.62,5,1,2,Regular
13845.0,0,1,312.98,5,1,2,Regular
13846.0,336,3,865.0600000000001,1,3,3,At Risk
13848.0,274,3,1255.0,2,3,4,At Risk
13849.0,119,2,1537.95,3,2,4,Regular
13850.0,0,1,1595.48,5,1,4,Regular
13851.0,193,3,2651.46,2,3,5,At Risk
13853.0,0,1,1090.14,5,1,4,Regular
13854.0,357,25,8109.5199999999995,1,5,5,At Risk
13856.0,35,3,388.5,3,3,2,Regular
13858.0,0,1,216.17000000000002,5,1,1,Regular
13859.0,0,1,201.16,5,1,1,Regular
13860.0,85,5,1245.9,3,4,4,Regular
13862.0,314,8,2209.36,1,5,5,At Risk
13863.0,0,1,305.78000000000003,5,1,2,Regular
13865.0,231,4,501.56,2,4,3,At Risk
13866.0,0,1,145.67,5,1,1,Regular
13867.0,187,3,1015.29,2,3,4,At Risk
13868.0,31,2,3192.54,3,2,5,Regular
13869.0,234,4,3104.9500000000003,2,4,5,At Risk
13870.0,285,8,2770.94,1,5,5,At Risk
13871.0,286,13,6403.25,1,5,5,At Risk
13873.0,190,3,389.6,2,3,2,At Risk
13874.0,0,1,540.45,5,1,3,Regular
13875.0,248,5,1786.79,2,4,4,At Risk
13876.0,0,1,122.7,5,1,1,Regular
13877.0,0,1,117.24,5,1,1,Regular
13878.0,0,1,1281.53,5,1,4,Regular
13880.0,346,13,3219.77,1,5,5,At Risk
13881.0,308,20,17159.52,1,5,5,At Risk
13882.0,62,5,1191.13,3,4,4,Regular
13883.0,243,5,2674.48,2,4,5,At Risk
13884.0,276,5,787.6,2,4,3,At Risk
13885.0,11,2,506.8,4,2,3,Regular
13886.0,0,1,243.56,5,1,1,Regular
13887.0,0,1,349.55,5,1,2,Regular
13888.0,99,2,605.63,3,2,3,Regular
13889.0,0,1,416.90000000000003,5,1,2,Regular
13890.0,357,10,1883.81,1,5,4,At Risk
13892.0,220,4,632.97,2,4,3,At Risk
13893.0,0,1,821.1,5,1,3,Regular
13894.0,287,3,564.62,1,3,3,At Risk
13895.0,136,4,2593.07,3,4,5,Regular
13897.0,0,1,311.16,5,1,2,Regular
13898.0,0,1,155.93,5,1,1,Regular
